surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Ir100,NO,beef_vdw,relaxed,-9.599,-2.83,+6.768,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NO_Ir100,
Ir100,NO,beef_vdw,SPE,queued,-2.83,—,,
Ir100,SO2,pbe,relaxed,-2.254,-2.12,+0.135,Screened Perlmutter result: SO2_Ir100,
Ir100,SO2,pbe,SPE,queued,-2.12,—,,
Ir100,SO2,pbe_d3,relaxed,-2.783,-2.12,+0.664,Screened Perlmutter result: SO2_Ir100,
Ir100,SO2,pbe_d3,SPE,queued,-2.12,—,,
Ir100,SO2,r2scan,relaxed,-2.774,-2.12,+0.655,Screened Perlmutter result: SO2_Ir100,
Ir100,SO2,r2scan,SPE,queued,-2.12,—,,
Ir100,SO2,beef_vdw,relaxed,-2.264,-2.12,+0.145,Screened Perlmutter result: SO2_Ir100,
Ir100,SO2,beef_vdw,SPE,queued,-2.12,—,,
Ir100,acetaldehyde,pbe,relaxed,-0.586,-0.74,-0.151,Screened Perlmutter result: CH3CHO_Ir100,
Ir100,acetaldehyde,pbe,SPE,+0.514,-0.74,-1.254,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE
Ir100,acetaldehyde,pbe_d3,relaxed,-0.946,-0.74,+0.209,Screened Perlmutter result: CH3CHO_Ir100,
Ir100,acetaldehyde,pbe_d3,SPE,+0.045,-0.74,-0.785,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/PBE_D3
Ir100,acetaldehyde,r2scan,relaxed,-0.807,-0.74,+0.070,Screened Perlmutter result: CH3CHO_Ir100,
Ir100,acetaldehyde,r2scan,SPE,-0.749,-0.74,+0.009,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir100/singlepoint/r2scan
Ir100,acetaldehyde,beef_vdw,relaxed,-0.770,-0.74,+0.033,Screened Perlmutter result: CH3CHO_Ir100,
Ir100,acetaldehyde,beef_vdw,SPE,+0.267,-0.74,-1.007,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetaldehyde/singlepoint/beef_vdw
Ir100,acetic_acid,pbe,relaxed,—,-1.04,—,No previously published energy; current audit: Not converged. CH3COOH_Ir100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir100,acetic_acid,pbe,SPE,refs missing,-1.04,—,,
Ir100,acetic_acid,pbe_d3,relaxed,—,-1.04,—,No previously published energy; current audit: Not converged. CH3COOH_Ir100: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir100,acetic_acid,pbe_d3,SPE,refs missing,-1.04,—,,
Ir100,acetic_acid,r2scan,relaxed,-0.957,-1.04,-0.084,Screened Perlmutter result: CH3COOH_Ir100,
Ir100,acetic_acid,r2scan,SPE,-0.835,-1.04,-0.205,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir100/singlepoint/r2scan
Ir100,acetic_acid,beef_vdw,relaxed,-0.902,-1.04,-0.139,Screened Perlmutter result: CH3COOH_Ir100,
Ir100,acetic_acid,beef_vdw,SPE,-0.652,-1.04,-0.388,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_acetic_acid/singlepoint/beef_vdw
Ir100,ethane,pbe,relaxed,-0.003,-0.45,-0.447,Screened Perlmutter result: C2H6_Ir100,
Ir100,ethane,pbe,SPE,+0.618,-0.45,-1.068,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE
Ir100,ethane,pbe_d3,relaxed,-0.383,-0.45,-0.066,Screened Perlmutter result: C2H6_Ir100,
Ir100,ethane,pbe_d3,SPE,+0.143,-0.45,-0.593,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/PBE_D3
Ir100,ethane,r2scan,relaxed,-0.120,-0.45,-0.329,Screened Perlmutter result: C2H6_Ir100,
Ir100,ethane,r2scan,SPE,+0.059,-0.45,-0.509,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/completion_runs/site_gapfill_20260914/spe/C2H6_Ir100/r2scan
Ir100,ethane,beef_vdw,relaxed,-0.313,-0.45,-0.136,Screened Perlmutter result: C2H6_Ir100,
Ir100,ethane,beef_vdw,SPE,+0.320,-0.45,-0.770,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethane/singlepoint/beef_vdw
Ir100,ethanol,pbe,relaxed,-0.533,-0.79,-0.260,Screened Perlmutter result: CH3CH2OH_Ir100,
Ir100,ethanol,pbe,SPE,+0.528,-0.79,-1.318,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE
Ir100,ethanol,pbe_d3,relaxed,-1.031,-0.79,+0.238,Screened Perlmutter result: CH3CH2OH_Ir100,
Ir100,ethanol,pbe_d3,SPE,-0.049,-0.79,-0.741,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/PBE_D3
Ir100,ethanol,r2scan,relaxed,-0.803,-0.79,+0.009,Screened Perlmutter result: CH3CH2OH_Ir100,
Ir100,ethanol,r2scan,SPE,-0.744,-0.79,-0.046,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir100/singlepoint/r2scan
Ir100,ethanol,beef_vdw,relaxed,-0.828,-0.79,+0.035,Screened Perlmutter result: CH3CH2OH_Ir100,
Ir100,ethanol,beef_vdw,SPE,+0.210,-0.79,-1.000,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethanol/singlepoint/beef_vdw
Ir100,ethene,pbe,relaxed,-1.407,-2.16,-0.756,Screened Perlmutter result: C2H4_Ir100,
Ir100,ethene,pbe,SPE,-1.403,-2.16,-0.757,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE
Ir100,ethene,pbe_d3,relaxed,-1.937,-2.16,-0.226,Screened Perlmutter result: C2H4_Ir100,
Ir100,ethene,pbe_d3,SPE,-1.860,-2.16,-0.300,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/PBE_D3
Ir100,ethene,r2scan,relaxed,-1.781,-2.16,-0.382,Screened Perlmutter result: C2H4_Ir100,
Ir100,ethene,r2scan,SPE,-1.645,-2.16,-0.515,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H4_Ir100/singlepoint/r2scan
Ir100,ethene,beef_vdw,relaxed,-1.381,-2.16,-0.781,Screened Perlmutter result: C2H4_Ir100,
Ir100,ethene,beef_vdw,SPE,-1.442,-2.16,-0.718,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir100_ethene/singlepoint/beef_vdw
Ir100,formaldehyde,pbe,relaxed,-1.320,-1.75,-0.432,Screened Perlmutter result: H2CO_Ir100,
Ir100,formaldehyde,pbe,SPE,queued,-1.75,—,,
Ir100,formaldehyde,pbe_d3,relaxed,-1.657,-1.75,-0.096,Screened Perlmutter result: H2CO_Ir100,
Ir100,formaldehyde,pbe_d3,SPE,queued,-1.75,—,,
Ir100,formaldehyde,r2scan,relaxed,-1.585,-1.75,-0.167,Screened Perlmutter result: H2CO_Ir100,
Ir100,formaldehyde,r2scan,SPE,queued,-1.75,—,,
Ir100,formaldehyde,beef_vdw,relaxed,-1.333,-1.75,-0.419,Screened Perlmutter result: H2CO_Ir100,
Ir100,formaldehyde,beef_vdw,SPE,queued,-1.75,—,,
Ir100,formic_acid,pbe,relaxed,-0.660,-1.02,-0.363,Screened Perlmutter result: HCOOH_Ir100,
Ir100,formic_acid,pbe,SPE,-0.441,-1.02,-0.579,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE
Ir100,formic_acid,pbe_d3,relaxed,-1.032,-1.02,+0.009,Screened Perlmutter result: HCOOH_Ir100,
Ir100,formic_acid,pbe_d3,SPE,-0.826,-1.02,-0.194,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/PBE_D3
Ir100,formic_acid,r2scan,relaxed,-0.899,-1.02,-0.125,Screened Perlmutter result: HCOOH_Ir100,
Ir100,formic_acid,r2scan,SPE,queued,-1.02,—,,
Ir100,formic_acid,beef_vdw,relaxed,-0.797,-1.02,-0.226,Screened Perlmutter result: HCOOH_Ir100,
Ir100,formic_acid,beef_vdw,SPE,-0.468,-1.02,-0.552,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_formic_acid/singlepoint/beef_vdw
Ir100,methane,pbe,relaxed,-0.000,-0.60,-0.601,Screened Perlmutter result: CH4_Ir100,
Ir100,methane,pbe,SPE,+0.123,-0.60,-0.723,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/PBE
Ir100,methane,pbe_d3,relaxed,-0.200,-0.60,-0.401,Screened Perlmutter result: CH4_Ir100,
Ir100,methane,pbe_d3,SPE,-0.126,-0.60,-0.474,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/PBE_D3
Ir100,methane,r2scan,relaxed,—,-0.60,—,No previously published energy; current audit: Not converged. CH4_Ir100: slab: ZBRENT: fatal error in bracketing; complex: unfinished; slab: unfinished; molecule: converged,
Ir100,methane,r2scan,SPE,running,-0.60,—,,
Ir100,methane,beef_vdw,relaxed,-0.204,-0.60,-0.397,Screened Perlmutter result: CH4_Ir100,
Ir100,methane,beef_vdw,SPE,-0.040,-0.60,-0.560,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100/singlepoint/beef_vdw
Ir100,methanol,pbe,relaxed,-0.535,-0.77,-0.240,Screened Perlmutter result: CH3OH_Ir100,
Ir100,methanol,pbe,SPE,+0.304,-0.77,-1.074,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE
Ir100,methanol,pbe_d3,relaxed,-0.912,-0.77,+0.137,Screened Perlmutter result: CH3OH_Ir100,
Ir100,methanol,pbe_d3,SPE,-0.093,-0.77,-0.677,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/PBE_D3
Ir100,methanol,r2scan,relaxed,-0.785,-0.77,+0.010,Screened Perlmutter result: CH3OH_Ir100,
Ir100,methanol,r2scan,SPE,-0.729,-0.77,-0.041,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100/singlepoint/r2scan
Ir100,methanol,beef_vdw,relaxed,-0.746,-0.77,-0.029,Screened Perlmutter result: CH3OH_Ir100,
Ir100,methanol,beef_vdw,SPE,+0.126,-0.77,-0.896,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir100_methanol/singlepoint/beef_vdw
Ir110,CH3,pbe,relaxed,-2.378,-2.93,-0.552,Screened Perlmutter result: CH3_Ir110,
Ir110,CH3,pbe,SPE,-2.284,-2.93,-0.646,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/PBE
Ir110,CH3,pbe_d3,relaxed,-2.625,-2.93,-0.305,Screened Perlmutter result: CH3_Ir110,
Ir110,CH3,pbe_d3,SPE,-2.505,-2.93,-0.425,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/PBE_D3
Ir110,CH3,r2scan,relaxed,-2.274,-2.93,-0.656,Screened Perlmutter result: CH3_Ir110,
Ir110,CH3,r2scan,SPE,-2.181,-2.93,-0.749,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/r2scan
Ir110,CH3,beef_vdw,relaxed,-2.430,-2.93,-0.500,Screened Perlmutter result: CH3_Ir110,
Ir110,CH3,beef_vdw,SPE,-2.351,-2.93,-0.579,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110/singlepoint/beef_vdw
Ir110,CO,pbe,relaxed,-2.322,-2.77,-0.448,Screened Perlmutter result: CO_Ir110,
Ir110,CO,pbe,SPE,-2.153,-2.77,-0.617,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE
Ir110,CO,pbe_d3,relaxed,-2.532,-2.77,-0.238,Screened Perlmutter result: CO_Ir110,
Ir110,CO,pbe_d3,SPE,-2.356,-2.77,-0.414,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/PBE_D3
Ir110,CO,r2scan,relaxed,-2.12,-2.77,-0.65,Previously published energy retained; current audit: Not converged. CO_Ir110: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Ir110,CO,r2scan,SPE,-1.941,-2.77,-0.829,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/r2scan
Ir110,CO,beef_vdw,relaxed,-2.209,-2.77,-0.561,Screened Perlmutter result: CO_Ir110,
Ir110,CO,beef_vdw,SPE,-2.049,-2.77,-0.721,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO/singlepoint/beef_vdw
Ir110,CO2,pbe,relaxed,-0.041,-0.43,-0.386,Screened Perlmutter result: CO2_Ir110,
Ir110,CO2,pbe,SPE,+0.014,-0.43,-0.444,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/PBE
Ir110,CO2,pbe_d3,relaxed,—,-0.43,—,No previously published energy; current audit: Not converged. CO2_Ir110: See component convergence statuses; complex: converged; slab: converged; molecule: electronic_unconverged,
Ir110,CO2,pbe_d3,SPE,queued,-0.43,—,,
Ir110,CO2,r2scan,relaxed,-0.120,-0.43,-0.308,Screened Perlmutter result: CO2_Ir110,
Ir110,CO2,r2scan,SPE,-0.059,-0.43,-0.371,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/r2scan
Ir110,CO2,beef_vdw,relaxed,-0.307,-0.43,-0.120,Screened Perlmutter result: CO2_Ir110,
Ir110,CO2,beef_vdw,SPE,-0.266,-0.43,-0.164,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ir110_CO2/singlepoint/beef_vdw
Ir110,DME,pbe,relaxed,—,-0.64,—,No previously published energy; current audit: Not converged. CH3OCH3_Ir110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir110,DME,pbe,SPE,refs missing,-0.64,—,,
Ir110,DME,pbe_d3,relaxed,—,-0.64,—,No previously published energy; current audit: Not converged. CH3OCH3_Ir110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ir110,DME,pbe_d3,SPE,refs missing,-0.64,—,,
Ir110,DME,r2scan,relaxed,-0.751,-0.64,+0.108,Screened Perlmutter result: CH3OCH3_Ir110,
Ir110,DME,r2scan,SPE,+0.842,-0.64,-1.482,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/r2scan
Ir110,DME,beef_vdw,relaxed,-0.952,-0.64,+0.309,Screened Perlmutter result: CH3OCH3_Ir110,
Ir110,DME,beef_vdw,SPE,+0.614,-0.64,-1.254,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ir110_DME/singlepoint/beef_vdw
Ir110,H2O,pbe,relaxed,-0.612,-1.01,-0.397,Screened Perlmutter result: H2O_Ir110,
Ir110,H2O,pbe,SPE,-0.548,-1.01,-0.462,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE
Ir110,H2O,pbe_d3,relaxed,-0.859,-1.01,-0.149,Screened Perlmutter result: H2O_Ir110,
Ir110,H2O,pbe_d3,SPE,-0.751,-1.01,-0.259,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/PBE_D3
Ir110,H2O,r2scan,relaxed,-0.744,-1.01,-0.265,Screened Perlmutter result: H2O_Ir110,
Ir110,H2O,r2scan,SPE,-0.589,-1.01,-0.421,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/r2scan
Ir110,H2O,beef_vdw,relaxed,-0.686,-1.01,-0.323,Screened Perlmutter result: H2O_Ir110,
Ir110,H2O,beef_vdw,SPE,-0.599,-1.01,-0.411,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ir110_H2O/singlepoint/beef_vdw
Ir110,H2S,pbe,relaxed,-2.712,-2.79,-0.075,Screened Perlmutter result: H2S_Ir110,
Ir110,H2S,pbe,SPE,queued,-2.79,—,,
Ir110,H2S,pbe_d3,relaxed,-3.161,-2.79,+0.374,Screened Perlmutter result: H2S_Ir110,
Ir110,H2S,pbe_d3,SPE,queued,-2.79,—,,
Ir110,H2S,r2scan,relaxed,-2.868,-2.79,+0.081,Screened Perlmutter result: H2S_Ir110,
Ir110,H2S,r2scan,SPE,queued,-2.79,—,,
Ir110,H2S,beef_vdw,relaxed,-2.759,-2.79,-0.028,Screened Perlmutter result: H2S_Ir110,
Ir110,H2S,beef_vdw,SPE,queued,-2.79,—,,
Ir110,N2,pbe,relaxed,-1.099,-0.80,+0.295,Screened Perlmutter result: N2_Ir110,
Ir110,N2,pbe,SPE,queued,-0.80,—,,
Ir110,N2,pbe_d3,relaxed,-1.340,-0.80,+0.536,Screened Perlmutter result: N2_Ir110,
Ir110,N2,pbe_d3,SPE,queued,-0.80,—,,
Ir110,N2,r2scan,relaxed,—,-0.80,—,No previously published energy; current audit: Not converged. N2_Ir110: complex: ZBRENT: fatal error in bracketing; complex: unfinished; slab: converged; molecule: converged,
Ir110,N2,r2scan,SPE,queued,-0.80,—,,
Ir110,N2,beef_vdw,relaxed,-1.080,-0.80,+0.276,Screened Perlmutter result: N2_Ir110,
Ir110,N2,beef_vdw,SPE,queued,-0.80,—,,
Ir110,NH3,pbe,relaxed,-1.221,-1.64,-0.423,Screened Perlmutter result: NH3_Ir110,
Ir110,NH3,pbe,SPE,queued,-1.64,—,,
Ir110,NH3,pbe_d3,relaxed,-1.509,-1.64,-0.136,Screened Perlmutter result: NH3_Ir110,
Ir110,NH3,pbe_d3,SPE,queued,-1.64,—,,
Ir110,NH3,r2scan,relaxed,-1.321,-1.64,-0.324,Screened Perlmutter result: NH3_Ir110,
Ir110,NH3,r2scan,SPE,queued,-1.64,—,,
Ir110,NH3,beef_vdw,relaxed,-1.305,-1.64,-0.339,Screened Perlmutter result: NH3_Ir110,
Ir110,NH3,beef_vdw,SPE,queued,-1.64,—,,
Ir110,NO,pbe,relaxed,-3.261,-3.11,+0.152,Screened Perlmutter result: NO_Ir110,
Ir110,NO,pbe,SPE,queued,-3.11,—,,
Ir110,NO,pbe_d3,relaxed,-3.463,-3.11,+0.354,Screened Perlmutter result: NO_Ir110,
Ir110,NO,pbe_d3,SPE,queued,-3.11,—,,
Ir110,NO,r2scan,relaxed,—,-3.11,—,No previously published energy; current audit: Not converged. NO_Ir110: See component convergence statuses; complex: unfinished; slab: converged; molecule: ionic_unconverged,
Ir110,NO,r2scan,SPE,queued,-3.11,—,,
Ir110,NO,beef_vdw,relaxed,-9.826,-3.11,+6.717,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NO_Ir110,
Ir110,NO,beef_vdw,SPE,queued,-3.11,—,,
Ir110,SO2,pbe,relaxed,-2.382,-2.39,-0.010,Screened Perlmutter result: SO2_Ir110,
